image,folder,true_label,error_type
img_000874.jpg,Fire,1,FN
img_000877.jpg,Fire,1,FN
img_000880.jpg,Fire,1,FN
img_000883.jpg,Fire,1,FN
img_000886.jpg,Fire,1,FN
img_000889.jpg,Fire,1,FN
img_000892.jpg,Fire,1,FN
img_000895.jpg,Fire,1,FN
img_000898.jpg,Fire,1,FN
img_000901.jpg,Fire,1,FN
img_000904.jpg,Fire,1,FN
img_000907.jpg,Fire,1,FN
img_000910.jpg,Fire,1,FN
img_000913.jpg,Fire,1,FN
img_000916.jpg,Fire,1,FN
img_000919.jpg,Fire,1,FN
img_000922.jpg,Fire,1,FN
img_001039.jpg,Fire,1,FN
img_001054.jpg,Fire,1,FN
img_001057.jpg,Fire,1,FN
img_001063.jpg,Fire,1,FN
img_001066.jpg,Fire,1,FN
img_001069.jpg,Fire,1,FN
img_001072.jpg,Fire,1,FN
img_001075.jpg,Fire,1,FN
img_001078.jpg,Fire,1,FN
img_001081.jpg,Fire,1,FN
img_001084.jpg,Fire,1,FN
img_001087.jpg,Fire,1,FN
img_001090.jpg,Fire,1,FN
img_001093.jpg,Fire,1,FN
img_001096.jpg,Fire,1,FN
img_001126.jpg,Fire,1,FN
img_001129.jpg,Fire,1,FN
img_001132.jpg,Fire,1,FN
img_001135.jpg,Fire,1,FN
img_001138.jpg,Fire,1,FN
img_001141.jpg,Fire,1,FN
img_001144.jpg,Fire,1,FN
img_001147.jpg,Fire,1,FN
img_001150.jpg,Fire,1,FN
img_001153.jpg,Fire,1,FN
img_001156.jpg,Fire,1,FN
img_001159.jpg,Fire,1,FN
img_001399.jpg,Fire,1,FN
img_001420.jpg,Fire,1,FN
img_001423.jpg,Fire,1,FN
img_001426.jpg,Fire,1,FN
img_001429.jpg,Fire,1,FN
img_001432.jpg,Fire,1,FN
img_001435.jpg,Fire,1,FN
img_002281.jpg,Fire,1,FN
img_002284.jpg,Fire,1,FN
img_002287.jpg,Fire,1,FN
img_002290.jpg,Fire,1,FN
img_002293.jpg,Fire,1,FN
img_002302.jpg,Fire,1,FN
img_002311.jpg,Fire,1,FN
img_002323.jpg,Fire,1,FN
img_002326.jpg,Fire,1,FN
img_002329.jpg,Fire,1,FN
img_002332.jpg,Fire,1,FN
img_002335.jpg,Fire,1,FN
img_002338.jpg,Fire,1,FN
img_002341.jpg,Fire,1,FN
img_002344.jpg,Fire,1,FN
img_002347.jpg,Fire,1,FN
img_002350.jpg,Fire,1,FN
img_002353.jpg,Fire,1,FN
img_002356.jpg,Fire,1,FN
img_002359.jpg,Fire,1,FN
img_002362.jpg,Fire,1,FN
img_002365.jpg,Fire,1,FN
img_002368.jpg,Fire,1,FN
img_002371.jpg,Fire,1,FN
img_002374.jpg,Fire,1,FN
img_002377.jpg,Fire,1,FN
img_002380.jpg,Fire,1,FN
img_002383.jpg,Fire,1,FN
img_002386.jpg,Fire,1,FN
img_002389.jpg,Fire,1,FN
img_002392.jpg,Fire,1,FN
img_002395.jpg,Fire,1,FN
img_002398.jpg,Fire,1,FN
img_002401.jpg,Fire,1,FN
img_002404.jpg,Fire,1,FN
img_002407.jpg,Fire,1,FN
img_002410.jpg,Fire,1,FN
img_002413.jpg,Fire,1,FN
img_002416.jpg,Fire,1,FN
img_002419.jpg,Fire,1,FN
img_002422.jpg,Fire,1,FN
img_002425.jpg,Fire,1,FN
img_002428.jpg,Fire,1,FN
img_002431.jpg,Fire,1,FN
img_002434.jpg,Fire,1,FN
img_002437.jpg,Fire,1,FN
img_002440.jpg,Fire,1,FN
img_002443.jpg,Fire,1,FN
img_002446.jpg,Fire,1,FN
img_002452.jpg,Fire,1,FN
img_002455.jpg,Fire,1,FN
img_002458.jpg,Fire,1,FN
img_002461.jpg,Fire,1,FN
img_002467.jpg,Fire,1,FN
img_002470.jpg,Fire,1,FN
img_002554.jpg,Fire,1,FN
img_002875.jpg,Fire,1,FN
img_002974.jpg,Fire,1,FN
img_002977.jpg,Fire,1,FN
img_002980.jpg,Fire,1,FN
img_002983.jpg,Fire,1,FN
img_002989.jpg,Fire,1,FN
img_003037.jpg,Fire,1,FN
img_003223.jpg,Fire,1,FN
img_003226.jpg,Fire,1,FN
img_003547.jpg,Fire,1,FN
img_003784.jpg,Fire,1,FN
img_003787.jpg,Fire,1,FN
img_003790.jpg,Fire,1,FN
img_003793.jpg,Fire,1,FN
img_003796.jpg,Fire,1,FN
img_003799.jpg,Fire,1,FN
img_003802.jpg,Fire,1,FN
img_003805.jpg,Fire,1,FN
img_003808.jpg,Fire,1,FN
img_003811.jpg,Fire,1,FN
img_003814.jpg,Fire,1,FN
img_003817.jpg,Fire,1,FN
img_003820.jpg,Fire,1,FN
img_003823.jpg,Fire,1,FN
img_003826.jpg,Fire,1,FN
img_003829.jpg,Fire,1,FN
img_003832.jpg,Fire,1,FN
img_003835.jpg,Fire,1,FN
img_003838.jpg,Fire,1,FN
img_003844.jpg,Fire,1,FN
img_003847.jpg,Fire,1,FN
img_003850.jpg,Fire,1,FN
img_003853.jpg,Fire,1,FN
img_003856.jpg,Fire,1,FN
img_003859.jpg,Fire,1,FN
img_003862.jpg,Fire,1,FN
img_003865.jpg,Fire,1,FN
img_003868.jpg,Fire,1,FN
img_003871.jpg,Fire,1,FN
img_003874.jpg,Fire,1,FN
img_003877.jpg,Fire,1,FN
img_003880.jpg,Fire,1,FN
img_003883.jpg,Fire,1,FN
img_003886.jpg,Fire,1,FN
img_003889.jpg,Fire,1,FN
img_003892.jpg,Fire,1,FN
img_003895.jpg,Fire,1,FN
img_003901.jpg,Fire,1,FN
img_003904.jpg,Fire,1,FN
img_003934.jpg,Fire,1,FN
img_004126.jpg,Fire,1,FN
img_005401.jpg,Fire,1,FN
img_005404.jpg,Fire,1,FN
img_005407.jpg,Fire,1,FN
img_005410.jpg,Fire,1,FN
img_005413.jpg,Fire,1,FN
img_005416.jpg,Fire,1,FN
