id,dataset,fire,smoke,thermal_id
fire_0045.jpg,Forest Fire Dataset,1,,
fire_0046.jpg,Forest Fire Dataset,1,,
fire_0047.jpg,Forest Fire Dataset,1,,
fire_0048.jpg,Forest Fire Dataset,1,,
fire_0049.jpg,Forest Fire Dataset,1,,
fire_0050.jpg,Forest Fire Dataset,1,,
fire_0051.jpg,Forest Fire Dataset,1,,
fire_0052.jpg,Forest Fire Dataset,1,,
fire_0053.jpg,Forest Fire Dataset,1,,
fire_0054.jpg,Forest Fire Dataset,1,,
fire_0055.jpg,Forest Fire Dataset,1,,
fire_0056.jpg,Forest Fire Dataset,1,,
fire_0057.jpg,Forest Fire Dataset,1,,
fire_0058.jpg,Forest Fire Dataset,1,,
fire_0059.jpg,Forest Fire Dataset,1,,
fire_0060.jpg,Forest Fire Dataset,1,,
fire_0061.jpg,Forest Fire Dataset,1,,
fire_0062.jpg,Forest Fire Dataset,1,,
fire_0063.jpg,Forest Fire Dataset,1,,
fire_0064.jpg,Forest Fire Dataset,1,,
fire_0065.jpg,Forest Fire Dataset,1,,
fire_0066.jpg,Forest Fire Dataset,1,,
fire_0067.jpg,Forest Fire Dataset,1,,
fire_0068.jpg,Forest Fire Dataset,1,,
fire_0069.jpg,Forest Fire Dataset,1,,
fire_0070.jpg,Forest Fire Dataset,1,,
fire_0071.jpg,Forest Fire Dataset,1,,
fire_0072.jpg,Forest Fire Dataset,1,,
fire_0073.jpg,Forest Fire Dataset,1,,
fire_0074.jpg,Forest Fire Dataset,1,,
fire_0075.jpg,Forest Fire Dataset,1,,
fire_0076.jpg,Forest Fire Dataset,1,,
fire_0077.jpg,Forest Fire Dataset,1,,
fire_0078.jpg,Forest Fire Dataset,1,,
fire_0079.jpg,Forest Fire Dataset,1,,
fire_0080.jpg,Forest Fire Dataset,1,,
fire_0081.jpg,Forest Fire Dataset,1,,
fire_0082.jpg,Forest Fire Dataset,1,,
fire_0083.jpg,Forest Fire Dataset,1,,
fire_0084.jpg,Forest Fire Dataset,1,,
fire_0085.jpg,Forest Fire Dataset,1,,
fire_0086.jpg,Forest Fire Dataset,1,,
fire_0087.jpg,Forest Fire Dataset,1,,
fire_0088.jpg,Forest Fire Dataset,1,,
fire_0089.jpg,Forest Fire Dataset,1,,
fire_0090.jpg,Forest Fire Dataset,1,,
fire_0091.jpg,Forest Fire Dataset,1,,
fire_0092.jpg,Forest Fire Dataset,1,,
fire_0093.jpg,Forest Fire Dataset,1,,
fire_0094.jpg,Forest Fire Dataset,1,,
fire_0095.jpg,Forest Fire Dataset,1,,
fire_0096.jpg,Forest Fire Dataset,1,,
fire_0097.jpg,Forest Fire Dataset,1,,
fire_0098.jpg,Forest Fire Dataset,1,,
fire_0099.jpg,Forest Fire Dataset,1,,
fire_0100.jpg,Forest Fire Dataset,1,,
fire_0101.jpg,Forest Fire Dataset,1,,
fire_0102.jpg,Forest Fire Dataset,1,,
fire_0103.jpg,Forest Fire Dataset,1,,
fire_0104.jpg,Forest Fire Dataset,1,,
fire_0105.jpg,Forest Fire Dataset,1,,
fire_0106.jpg,Forest Fire Dataset,1,,
fire_0107.jpg,Forest Fire Dataset,1,,
fire_0108.jpg,Forest Fire Dataset,1,,
fire_0109.jpg,Forest Fire Dataset,1,,
fire_0110.jpg,Forest Fire Dataset,1,,
fire_0111.jpg,Forest Fire Dataset,1,,
fire_0112.jpg,Forest Fire Dataset,1,,
fire_0113.jpg,Forest Fire Dataset,1,,
fire_0114.jpg,Forest Fire Dataset,1,,
fire_0115.jpg,Forest Fire Dataset,1,,
fire_0116.jpg,Forest Fire Dataset,1,,
fire_0117.jpg,Forest Fire Dataset,1,,
fire_0118.jpg,Forest Fire Dataset,1,,
fire_0119.jpg,Forest Fire Dataset,1,,
fire_0120.jpg,Forest Fire Dataset,1,,
fire_0121.jpg,Forest Fire Dataset,1,,
fire_0122.jpg,Forest Fire Dataset,1,,
fire_0123.jpg,Forest Fire Dataset,1,,
fire_0124.jpg,Forest Fire Dataset,1,,
fire_0125.jpg,Forest Fire Dataset,1,,
fire_0126.jpg,Forest Fire Dataset,1,,
fire_0127.jpg,Forest Fire Dataset,1,,
fire_0128.jpg,Forest Fire Dataset,1,,
fire_0129.jpg,Forest Fire Dataset,1,,
fire_0130.jpg,Forest Fire Dataset,1,,
fire_0131.jpg,Forest Fire Dataset,1,,
fire_0132.jpg,Forest Fire Dataset,1,,
fire_0133.jpg,Forest Fire Dataset,1,,
fire_0134.jpg,Forest Fire Dataset,1,,
fire_0135.jpg,Forest Fire Dataset,1,,
fire_0136.jpg,Forest Fire Dataset,1,,
fire_0137.jpg,Forest Fire Dataset,1,,
fire_0138.jpg,Forest Fire Dataset,1,,
fire_0139.jpg,Forest Fire Dataset,1,,
fire_0140.jpg,Forest Fire Dataset,1,,
fire_0141.jpg,Forest Fire Dataset,1,,
fire_0142.jpg,Forest Fire Dataset,1,,
fire_0143.jpg,Forest Fire Dataset,1,,
fire_0144.jpg,Forest Fire Dataset,1,,
fire_0145.jpg,Forest Fire Dataset,1,,
fire_0146.jpg,Forest Fire Dataset,1,,
fire_0147.jpg,Forest Fire Dataset,1,,
fire_0148.jpg,Forest Fire Dataset,1,,
fire_0149.jpg,Forest Fire Dataset,1,,
fire_0150.jpg,Forest Fire Dataset,1,,
fire_0151.jpg,Forest Fire Dataset,1,,
fire_0152.jpg,Forest Fire Dataset,1,,
fire_0153.jpg,Forest Fire Dataset,1,,
fire_0154.jpg,Forest Fire Dataset,1,,
fire_0155.jpg,Forest Fire Dataset,1,,
fire_0156.jpg,Forest Fire Dataset,1,,
fire_0157.jpg,Forest Fire Dataset,1,,
fire_0158.jpg,Forest Fire Dataset,1,,
fire_0159.jpg,Forest Fire Dataset,1,,
fire_0160.jpg,Forest Fire Dataset,1,,
fire_0161.jpg,Forest Fire Dataset,1,,
fire_0162.jpg,Forest Fire Dataset,1,,
fire_0163.jpg,Forest Fire Dataset,1,,
fire_0164.jpg,Forest Fire Dataset,1,,
fire_0165.jpg,Forest Fire Dataset,1,,
fire_0166.jpg,Forest Fire Dataset,1,,
fire_0167.jpg,Forest Fire Dataset,1,,
fire_0168.jpg,Forest Fire Dataset,1,,
fire_0169.jpg,Forest Fire Dataset,1,,
fire_0170.jpg,Forest Fire Dataset,1,,
fire_0171.jpg,Forest Fire Dataset,1,,
fire_0172.jpg,Forest Fire Dataset,1,,
fire_0173.jpg,Forest Fire Dataset,1,,
fire_0174.jpg,Forest Fire Dataset,1,,
fire_0175.jpg,Forest Fire Dataset,1,,
fire_0176.jpg,Forest Fire Dataset,1,,
fire_0177.jpg,Forest Fire Dataset,1,,
fire_0178.jpg,Forest Fire Dataset,1,,
fire_0179.jpg,Forest Fire Dataset,1,,
fire_0180.jpg,Forest Fire Dataset,1,,
fire_0181.jpg,Forest Fire Dataset,1,,
fire_0182.jpg,Forest Fire Dataset,1,,
fire_0183.jpg,Forest Fire Dataset,1,,
fire_0184.jpg,Forest Fire Dataset,1,,
fire_0185.jpg,Forest Fire Dataset,1,,
fire_0186.jpg,Forest Fire Dataset,1,,
fire_0187.jpg,Forest Fire Dataset,1,,
fire_0188.jpg,Forest Fire Dataset,1,,
fire_0189.jpg,Forest Fire Dataset,1,,
fire_0190.jpg,Forest Fire Dataset,1,,
fire_0191.jpg,Forest Fire Dataset,1,,
fire_0192.jpg,Forest Fire Dataset,1,,
fire_0193.jpg,Forest Fire Dataset,1,,
fire_0194.jpg,Forest Fire Dataset,1,,
fire_0195.jpg,Forest Fire Dataset,1,,
fire_0196.jpg,Forest Fire Dataset,1,,
fire_0197.jpg,Forest Fire Dataset,1,,
fire_0198.jpg,Forest Fire Dataset,1,,
fire_0199.jpg,Forest Fire Dataset,1,,
fire_0200.jpg,Forest Fire Dataset,1,,
fire_0201.jpg,Forest Fire Dataset,1,,
fire_0202.jpg,Forest Fire Dataset,1,,
fire_0203.jpg,Forest Fire Dataset,1,,
fire_0204.jpg,Forest Fire Dataset,1,,
fire_0205.jpg,Forest Fire Dataset,1,,
fire_0206.jpg,Forest Fire Dataset,1,,
fire_0207.jpg,Forest Fire Dataset,1,,
fire_0208.jpg,Forest Fire Dataset,1,,
fire_0209.jpg,Forest Fire Dataset,1,,
fire_0210.jpg,Forest Fire Dataset,1,,
fire_0211.jpg,Forest Fire Dataset,1,,
fire_0212.jpg,Forest Fire Dataset,1,,
fire_0213.jpg,Forest Fire Dataset,1,,
fire_0214.jpg,Forest Fire Dataset,1,,
fire_0215.jpg,Forest Fire Dataset,1,,
fire_0216.jpg,Forest Fire Dataset,1,,
fire_0217.jpg,Forest Fire Dataset,1,,
fire_0218.jpg,Forest Fire Dataset,1,,
fire_0219.jpg,Forest Fire Dataset,1,,
fire_0220.jpg,Forest Fire Dataset,1,,
fire_0221.jpg,Forest Fire Dataset,1,,
fire_0222.jpg,Forest Fire Dataset,1,,
fire_0223.jpg,Forest Fire Dataset,1,,
fire_0224.jpg,Forest Fire Dataset,1,,
fire_0225.jpg,Forest Fire Dataset,1,,
fire_0226.jpg,Forest Fire Dataset,1,,
fire_0227.jpg,Forest Fire Dataset,1,,
fire_0228.jpg,Forest Fire Dataset,1,,
fire_0229.jpg,Forest Fire Dataset,1,,
fire_0230.jpg,Forest Fire Dataset,1,,
fire_0231.jpg,Forest Fire Dataset,1,,
fire_0232.jpg,Forest Fire Dataset,1,,
fire_0233.jpg,Forest Fire Dataset,1,,
fire_0234.jpg,Forest Fire Dataset,1,,
fire_0235.jpg,Forest Fire Dataset,1,,
fire_0236.jpg,Forest Fire Dataset,1,,
fire_0237.jpg,Forest Fire Dataset,1,,
fire_0238.jpg,Forest Fire Dataset,1,,
fire_0239.jpg,Forest Fire Dataset,1,,
fire_0240.jpg,Forest Fire Dataset,1,,
fire_0241.jpg,Forest Fire Dataset,1,,
fire_0242.jpg,Forest Fire Dataset,1,,
fire_0243.jpg,Forest Fire Dataset,1,,
fire_0244.jpg,Forest Fire Dataset,1,,
fire_0245.jpg,Forest Fire Dataset,1,,
fire_0246.jpg,Forest Fire Dataset,1,,
fire_0247.jpg,Forest Fire Dataset,1,,
fire_0248.jpg,Forest Fire Dataset,1,,
fire_0249.jpg,Forest Fire Dataset,1,,
fire_0250.jpg,Forest Fire Dataset,1,,
fire_0251.jpg,Forest Fire Dataset,1,,
fire_0252.jpg,Forest Fire Dataset,1,,
fire_0253.jpg,Forest Fire Dataset,1,,
fire_0254.jpg,Forest Fire Dataset,1,,
fire_0255.jpg,Forest Fire Dataset,1,,
fire_0256.jpg,Forest Fire Dataset,1,,
fire_0257.jpg,Forest Fire Dataset,1,,
fire_0258.jpg,Forest Fire Dataset,1,,
fire_0259.jpg,Forest Fire Dataset,1,,
fire_0260.jpg,Forest Fire Dataset,1,,
fire_0261.jpg,Forest Fire Dataset,1,,
fire_0262.jpg,Forest Fire Dataset,1,,
fire_0263.jpg,Forest Fire Dataset,1,,
fire_0264.jpg,Forest Fire Dataset,1,,
fire_0265.jpg,Forest Fire Dataset,1,,
fire_0266.jpg,Forest Fire Dataset,1,,
fire_0267.jpg,Forest Fire Dataset,1,,
fire_0268.jpg,Forest Fire Dataset,1,,
fire_0269.jpg,Forest Fire Dataset,1,,
fire_0270.jpg,Forest Fire Dataset,1,,
fire_0271.jpg,Forest Fire Dataset,1,,
fire_0272.jpg,Forest Fire Dataset,1,,
fire_0273.jpg,Forest Fire Dataset,1,,
fire_0274.jpg,Forest Fire Dataset,1,,
fire_0275.jpg,Forest Fire Dataset,1,,
fire_0276.jpg,Forest Fire Dataset,1,,
fire_0277.jpg,Forest Fire Dataset,1,,
fire_0278.jpg,Forest Fire Dataset,1,,
fire_0279.jpg,Forest Fire Dataset,1,,
fire_0280.jpg,Forest Fire Dataset,1,,
fire_0281.jpg,Forest Fire Dataset,1,,
fire_0282.jpg,Forest Fire Dataset,1,,
fire_0283.jpg,Forest Fire Dataset,1,,
fire_0284.jpg,Forest Fire Dataset,1,,
fire_0285.jpg,Forest Fire Dataset,1,,
fire_0286.jpg,Forest Fire Dataset,1,,
fire_0287.jpg,Forest Fire Dataset,1,,
fire_0288.jpg,Forest Fire Dataset,1,,
fire_0289.jpg,Forest Fire Dataset,1,,
fire_0290.jpg,Forest Fire Dataset,1,,
fire_0291.jpg,Forest Fire Dataset,1,,
fire_0292.jpg,Forest Fire Dataset,1,,
fire_0293.jpg,Forest Fire Dataset,1,,
fire_0294.jpg,Forest Fire Dataset,1,,
fire_0295.jpg,Forest Fire Dataset,1,,
fire_0296.jpg,Forest Fire Dataset,1,,
fire_0297.jpg,Forest Fire Dataset,1,,
fire_0298.jpg,Forest Fire Dataset,1,,
fire_0299.jpg,Forest Fire Dataset,1,,
fire_0300.jpg,Forest Fire Dataset,1,,
fire_0301.jpg,Forest Fire Dataset,1,,
fire_0302.jpg,Forest Fire Dataset,1,,
fire_0303.jpg,Forest Fire Dataset,1,,
fire_0304.jpg,Forest Fire Dataset,1,,
fire_0305.jpg,Forest Fire Dataset,1,,
fire_0306.jpg,Forest Fire Dataset,1,,
fire_0307.jpg,Forest Fire Dataset,1,,
fire_0308.jpg,Forest Fire Dataset,1,,
fire_0309.jpg,Forest Fire Dataset,1,,
fire_0310.jpg,Forest Fire Dataset,1,,
fire_0311.jpg,Forest Fire Dataset,1,,
fire_0312.jpg,Forest Fire Dataset,1,,
fire_0313.jpg,Forest Fire Dataset,1,,
fire_0314.jpg,Forest Fire Dataset,1,,
fire_0315.jpg,Forest Fire Dataset,1,,
fire_0316.jpg,Forest Fire Dataset,1,,
fire_0317.jpg,Forest Fire Dataset,1,,
fire_0318.jpg,Forest Fire Dataset,1,,
fire_0319.jpg,Forest Fire Dataset,1,,
fire_0320.jpg,Forest Fire Dataset,1,,
fire_0321.jpg,Forest Fire Dataset,1,,
fire_0322.jpg,Forest Fire Dataset,1,,
fire_0323.jpg,Forest Fire Dataset,1,,
fire_0324.jpg,Forest Fire Dataset,1,,
fire_0325.jpg,Forest Fire Dataset,1,,
fire_0326.jpg,Forest Fire Dataset,1,,
fire_0327.jpg,Forest Fire Dataset,1,,
fire_0328.jpg,Forest Fire Dataset,1,,
fire_0329.jpg,Forest Fire Dataset,1,,
fire_0330.jpg,Forest Fire Dataset,1,,
fire_0331.jpg,Forest Fire Dataset,1,,
fire_0332.jpg,Forest Fire Dataset,1,,
fire_0333.jpg,Forest Fire Dataset,1,,
fire_0334.jpg,Forest Fire Dataset,1,,
fire_0335.jpg,Forest Fire Dataset,1,,
fire_0336.jpg,Forest Fire Dataset,1,,
fire_0337.jpg,Forest Fire Dataset,1,,
fire_0338.jpg,Forest Fire Dataset,1,,
fire_0339.jpg,Forest Fire Dataset,1,,
fire_0340.jpg,Forest Fire Dataset,1,,
fire_0341.jpg,Forest Fire Dataset,1,,
fire_0342.jpg,Forest Fire Dataset,1,,
fire_0343.jpg,Forest Fire Dataset,1,,
fire_0344.jpg,Forest Fire Dataset,1,,
fire_0345.jpg,Forest Fire Dataset,1,,
fire_0346.jpg,Forest Fire Dataset,1,,
fire_0347.jpg,Forest Fire Dataset,1,,
fire_0348.jpg,Forest Fire Dataset,1,,
fire_0349.jpg,Forest Fire Dataset,1,,
fire_0350.jpg,Forest Fire Dataset,1,,
fire_0351.jpg,Forest Fire Dataset,1,,
fire_0352.jpg,Forest Fire Dataset,1,,
fire_0353.jpg,Forest Fire Dataset,1,,
fire_0354.jpg,Forest Fire Dataset,1,,
fire_0355.jpg,Forest Fire Dataset,1,,
fire_0356.jpg,Forest Fire Dataset,1,,
fire_0357.jpg,Forest Fire Dataset,1,,
fire_0358.jpg,Forest Fire Dataset,1,,
fire_0359.jpg,Forest Fire Dataset,1,,
fire_0360.jpg,Forest Fire Dataset,1,,
fire_0361.jpg,Forest Fire Dataset,1,,
fire_0362.jpg,Forest Fire Dataset,1,,
fire_0363.jpg,Forest Fire Dataset,1,,
fire_0364.jpg,Forest Fire Dataset,1,,
fire_0365.jpg,Forest Fire Dataset,1,,
fire_0366.jpg,Forest Fire Dataset,1,,
fire_0367.jpg,Forest Fire Dataset,1,,
fire_0368.jpg,Forest Fire Dataset,1,,
fire_0369.jpg,Forest Fire Dataset,1,,
fire_0370.jpg,Forest Fire Dataset,1,,
fire_0371.jpg,Forest Fire Dataset,1,,
fire_0372.jpg,Forest Fire Dataset,1,,
fire_0373.jpg,Forest Fire Dataset,1,,
fire_0374.jpg,Forest Fire Dataset,1,,
fire_0375.jpg,Forest Fire Dataset,1,,
fire_0376.jpg,Forest Fire Dataset,1,,
fire_0377.jpg,Forest Fire Dataset,1,,
fire_0378.jpg,Forest Fire Dataset,1,,
fire_0379.jpg,Forest Fire Dataset,1,,
fire_0380.jpg,Forest Fire Dataset,1,,
fire_0381.jpg,Forest Fire Dataset,1,,
fire_0382.jpg,Forest Fire Dataset,1,,
fire_0383.jpg,Forest Fire Dataset,1,,
fire_0384.jpg,Forest Fire Dataset,1,,
fire_0385.jpg,Forest Fire Dataset,1,,
fire_0386.jpg,Forest Fire Dataset,1,,
fire_0387.jpg,Forest Fire Dataset,1,,
fire_0388.jpg,Forest Fire Dataset,1,,
fire_0389.jpg,Forest Fire Dataset,1,,
fire_0390.jpg,Forest Fire Dataset,1,,
fire_0391.jpg,Forest Fire Dataset,1,,
fire_0392.jpg,Forest Fire Dataset,1,,
fire_0393.jpg,Forest Fire Dataset,1,,
fire_0394.jpg,Forest Fire Dataset,1,,
fire_0395.jpg,Forest Fire Dataset,1,,
fire_0396.jpg,Forest Fire Dataset,1,,
fire_0397.jpg,Forest Fire Dataset,1,,
fire_0398.jpg,Forest Fire Dataset,1,,
fire_0399.jpg,Forest Fire Dataset,1,,
fire_0400.jpg,Forest Fire Dataset,1,,
fire_0401.jpg,Forest Fire Dataset,1,,
fire_0402.jpg,Forest Fire Dataset,1,,
fire_0403.jpg,Forest Fire Dataset,1,,
fire_0404.jpg,Forest Fire Dataset,1,,
fire_0405.jpg,Forest Fire Dataset,1,,
fire_0406.jpg,Forest Fire Dataset,1,,
fire_0407.jpg,Forest Fire Dataset,1,,
fire_0408.jpg,Forest Fire Dataset,1,,
fire_0409.jpg,Forest Fire Dataset,1,,
fire_0410.jpg,Forest Fire Dataset,1,,
fire_0411.jpg,Forest Fire Dataset,1,,
fire_0412.jpg,Forest Fire Dataset,1,,
fire_0413.jpg,Forest Fire Dataset,1,,
fire_0414.jpg,Forest Fire Dataset,1,,
fire_0415.jpg,Forest Fire Dataset,1,,
fire_0416.jpg,Forest Fire Dataset,1,,
fire_0417.jpg,Forest Fire Dataset,1,,
fire_0418.jpg,Forest Fire Dataset,1,,
fire_0419.jpg,Forest Fire Dataset,1,,
fire_0420.jpg,Forest Fire Dataset,1,,
fire_0421.jpg,Forest Fire Dataset,1,,
fire_0422.jpg,Forest Fire Dataset,1,,
fire_0423.jpg,Forest Fire Dataset,1,,
fire_0424.jpg,Forest Fire Dataset,1,,
fire_0425.jpg,Forest Fire Dataset,1,,
fire_0426.jpg,Forest Fire Dataset,1,,
fire_0427.jpg,Forest Fire Dataset,1,,
fire_0428.jpg,Forest Fire Dataset,1,,
fire_0429.jpg,Forest Fire Dataset,1,,
fire_0430.jpg,Forest Fire Dataset,1,,
fire_0431.jpg,Forest Fire Dataset,1,,
fire_0432.jpg,Forest Fire Dataset,1,,
fire_0433.jpg,Forest Fire Dataset,1,,
fire_0434.jpg,Forest Fire Dataset,1,,
fire_0435.jpg,Forest Fire Dataset,1,,
fire_0436.jpg,Forest Fire Dataset,1,,
fire_0437.jpg,Forest Fire Dataset,1,,
fire_0438.jpg,Forest Fire Dataset,1,,
fire_0439.jpg,Forest Fire Dataset,1,,
fire_0440.jpg,Forest Fire Dataset,1,,
fire_0441.jpg,Forest Fire Dataset,1,,
fire_0442.jpg,Forest Fire Dataset,1,,
fire_0443.jpg,Forest Fire Dataset,1,,
fire_0444.jpg,Forest Fire Dataset,1,,
fire_0445.jpg,Forest Fire Dataset,1,,
fire_0446.jpg,Forest Fire Dataset,1,,
fire_0447.jpg,Forest Fire Dataset,1,,
fire_0448.jpg,Forest Fire Dataset,1,,
fire_0449.jpg,Forest Fire Dataset,1,,
fire_0450.jpg,Forest Fire Dataset,1,,
fire_0451.jpg,Forest Fire Dataset,1,,
fire_0452.jpg,Forest Fire Dataset,1,,
fire_0453.jpg,Forest Fire Dataset,1,,
fire_0454.jpg,Forest Fire Dataset,1,,
fire_0455.jpg,Forest Fire Dataset,1,,
fire_0456.jpg,Forest Fire Dataset,1,,
fire_0457.jpg,Forest Fire Dataset,1,,
fire_0458.jpg,Forest Fire Dataset,1,,
fire_0459.jpg,Forest Fire Dataset,1,,
fire_0460.jpg,Forest Fire Dataset,1,,
fire_0461.jpg,Forest Fire Dataset,1,,
fire_0462.jpg,Forest Fire Dataset,1,,
fire_0463.jpg,Forest Fire Dataset,1,,
fire_0464.jpg,Forest Fire Dataset,1,,
fire_0465.jpg,Forest Fire Dataset,1,,
fire_0466.jpg,Forest Fire Dataset,1,,
fire_0467.jpg,Forest Fire Dataset,1,,
fire_0468.jpg,Forest Fire Dataset,1,,
fire_0469.jpg,Forest Fire Dataset,1,,
fire_0470.jpg,Forest Fire Dataset,1,,
fire_0471.jpg,Forest Fire Dataset,1,,
fire_0472.jpg,Forest Fire Dataset,1,,
fire_0473.jpg,Forest Fire Dataset,1,,
fire_0474.jpg,Forest Fire Dataset,1,,
fire_0475.jpg,Forest Fire Dataset,1,,
fire_0476.jpg,Forest Fire Dataset,1,,
fire_0477.jpg,Forest Fire Dataset,1,,
fire_0478.jpg,Forest Fire Dataset,1,,
fire_0479.jpg,Forest Fire Dataset,1,,
fire_0480.jpg,Forest Fire Dataset,1,,
fire_0481.jpg,Forest Fire Dataset,1,,
fire_0482.jpg,Forest Fire Dataset,1,,
fire_0483.jpg,Forest Fire Dataset,1,,
fire_0484.jpg,Forest Fire Dataset,1,,
fire_0485.jpg,Forest Fire Dataset,1,,
fire_0486.jpg,Forest Fire Dataset,1,,
fire_0487.jpg,Forest Fire Dataset,1,,
fire_0488.jpg,Forest Fire Dataset,1,,
fire_0489.jpg,Forest Fire Dataset,1,,
fire_0490.jpg,Forest Fire Dataset,1,,
fire_0491.jpg,Forest Fire Dataset,1,,
fire_0492.jpg,Forest Fire Dataset,1,,
fire_0493.jpg,Forest Fire Dataset,1,,
fire_0494.jpg,Forest Fire Dataset,1,,
fire_0495.jpg,Forest Fire Dataset,1,,
fire_0496.jpg,Forest Fire Dataset,1,,
fire_0497.jpg,Forest Fire Dataset,1,,
fire_0498.jpg,Forest Fire Dataset,1,,
fire_0499.jpg,Forest Fire Dataset,1,,
fire_0500.jpg,Forest Fire Dataset,1,,
fire_0501.jpg,Forest Fire Dataset,1,,
fire_0502.jpg,Forest Fire Dataset,1,,
fire_0503.jpg,Forest Fire Dataset,1,,
fire_0504.jpg,Forest Fire Dataset,1,,
fire_0505.jpg,Forest Fire Dataset,1,,
fire_0506.jpg,Forest Fire Dataset,1,,
fire_0507.jpg,Forest Fire Dataset,1,,
fire_0508.jpg,Forest Fire Dataset,1,,
fire_0509.jpg,Forest Fire Dataset,1,,
fire_0510.jpg,Forest Fire Dataset,1,,
fire_0511.jpg,Forest Fire Dataset,1,,
fire_0512.jpg,Forest Fire Dataset,1,,
fire_0513.jpg,Forest Fire Dataset,1,,
fire_0514.jpg,Forest Fire Dataset,1,,
fire_0515.jpg,Forest Fire Dataset,1,,
fire_0516.jpg,Forest Fire Dataset,1,,
fire_0517.jpg,Forest Fire Dataset,1,,
fire_0518.jpg,Forest Fire Dataset,1,,
fire_0519.jpg,Forest Fire Dataset,1,,
fire_0520.jpg,Forest Fire Dataset,1,,
fire_0521.jpg,Forest Fire Dataset,1,,
fire_0522.jpg,Forest Fire Dataset,1,,
fire_0523.jpg,Forest Fire Dataset,1,,
fire_0524.jpg,Forest Fire Dataset,1,,
fire_0525.jpg,Forest Fire Dataset,1,,
fire_0526.jpg,Forest Fire Dataset,1,,
fire_0527.jpg,Forest Fire Dataset,1,,
fire_0528.jpg,Forest Fire Dataset,1,,
fire_0529.jpg,Forest Fire Dataset,1,,
fire_0530.jpg,Forest Fire Dataset,1,,
fire_0531.jpg,Forest Fire Dataset,1,,
fire_0532.jpg,Forest Fire Dataset,1,,
fire_0533.jpg,Forest Fire Dataset,1,,
fire_0534.jpg,Forest Fire Dataset,1,,
fire_0535.jpg,Forest Fire Dataset,1,,
fire_0536.jpg,Forest Fire Dataset,1,,
fire_0537.jpg,Forest Fire Dataset,1,,
fire_0538.jpg,Forest Fire Dataset,1,,
fire_0539.jpg,Forest Fire Dataset,1,,
fire_0540.jpg,Forest Fire Dataset,1,,
fire_0541.jpg,Forest Fire Dataset,1,,
fire_0542.jpg,Forest Fire Dataset,1,,
fire_0543.jpg,Forest Fire Dataset,1,,
fire_0544.jpg,Forest Fire Dataset,1,,
fire_0545.jpg,Forest Fire Dataset,1,,
fire_0546.jpg,Forest Fire Dataset,1,,
fire_0547.jpg,Forest Fire Dataset,1,,
fire_0548.jpg,Forest Fire Dataset,1,,
fire_0549.jpg,Forest Fire Dataset,1,,
fire_0550.jpg,Forest Fire Dataset,1,,
fire_0551.jpg,Forest Fire Dataset,1,,
fire_0552.jpg,Forest Fire Dataset,1,,
fire_0553.jpg,Forest Fire Dataset,1,,
fire_0554.jpg,Forest Fire Dataset,1,,
fire_0555.jpg,Forest Fire Dataset,1,,
fire_0556.jpg,Forest Fire Dataset,1,,
fire_0557.jpg,Forest Fire Dataset,1,,
fire_0558.jpg,Forest Fire Dataset,1,,
