image,folder,true_label,pred_label,confidence,error_type
img_000913.jpg,Fire,1,0,0.9999,FN
img_000916.jpg,Fire,1,0,1.0,FN
img_000919.jpg,Fire,1,0,0.9999,FN
img_000922.jpg,Fire,1,0,0.9999,FN
img_000943.jpg,Fire,1,0,0.9132,FN
img_001039.jpg,Fire,1,0,0.9974,FN
img_001042.jpg,Fire,1,0,0.7693,FN
img_001045.jpg,Fire,1,0,0.9958,FN
img_001048.jpg,Fire,1,0,0.9975,FN
img_001051.jpg,Fire,1,0,0.9834,FN
img_001054.jpg,Fire,1,0,0.9785,FN
img_001057.jpg,Fire,1,0,0.994,FN
img_001060.jpg,Fire,1,0,0.9718,FN
img_001063.jpg,Fire,1,0,0.9843,FN
img_001066.jpg,Fire,1,0,0.9992,FN
img_001069.jpg,Fire,1,0,0.997,FN
img_001072.jpg,Fire,1,0,0.9998,FN
img_001075.jpg,Fire,1,0,0.9927,FN
img_001078.jpg,Fire,1,0,0.9998,FN
img_001081.jpg,Fire,1,0,0.9989,FN
img_001084.jpg,Fire,1,0,0.9999,FN
img_001087.jpg,Fire,1,0,0.9999,FN
img_001090.jpg,Fire,1,0,0.9999,FN
img_001093.jpg,Fire,1,0,0.9999,FN
img_001096.jpg,Fire,1,0,1.0,FN
img_001126.jpg,Fire,1,0,0.9878,FN
img_001129.jpg,Fire,1,0,0.9918,FN
img_001132.jpg,Fire,1,0,0.9689,FN
img_001135.jpg,Fire,1,0,0.8704,FN
img_001138.jpg,Fire,1,0,0.9803,FN
img_001141.jpg,Fire,1,0,0.9457,FN
img_001144.jpg,Fire,1,0,0.9933,FN
img_001147.jpg,Fire,1,0,0.9353,FN
img_001150.jpg,Fire,1,0,0.9098,FN
img_001153.jpg,Fire,1,0,0.9859,FN
img_001156.jpg,Fire,1,0,0.9942,FN
img_001159.jpg,Fire,1,0,0.9983,FN
img_001162.jpg,Fire,1,0,0.6123,FN
img_001165.jpg,Fire,1,0,0.8803,FN
img_001168.jpg,Fire,1,0,0.8678,FN
img_001171.jpg,Fire,1,0,0.9975,FN
img_001174.jpg,Fire,1,0,0.9533,FN
img_001177.jpg,Fire,1,0,0.9795,FN
img_001180.jpg,Fire,1,0,1.0,FN
img_001183.jpg,Fire,1,0,0.5005,FN
img_001195.jpg,Fire,1,0,0.9142,FN
img_001381.jpg,Fire,1,0,0.7413,FN
img_001384.jpg,Fire,1,0,0.7998,FN
img_001396.jpg,Fire,1,0,0.5937,FN
img_001399.jpg,Fire,1,0,0.9762,FN
img_001402.jpg,Fire,1,0,0.8609,FN
img_001408.jpg,Fire,1,0,0.9668,FN
img_001414.jpg,Fire,1,0,0.869,FN
img_001417.jpg,Fire,1,0,0.7798,FN
img_001420.jpg,Fire,1,0,0.9185,FN
img_001423.jpg,Fire,1,0,0.9635,FN
img_001426.jpg,Fire,1,0,0.994,FN
img_001429.jpg,Fire,1,0,0.9853,FN
img_001432.jpg,Fire,1,0,0.9886,FN
img_001435.jpg,Fire,1,0,0.9824,FN
img_001441.jpg,Fire,1,0,0.5475,FN
img_001456.jpg,Fire,1,0,0.763,FN
img_001462.jpg,Fire,1,0,0.5785,FN
img_001465.jpg,Fire,1,0,0.8547,FN
img_001468.jpg,Fire,1,0,0.7754,FN
img_001471.jpg,Fire,1,0,0.5042,FN
img_001495.jpg,Fire,1,0,0.8739,FN
img_001504.jpg,Fire,1,0,0.8761,FN
img_001507.jpg,Fire,1,0,0.7946,FN
img_001510.jpg,Fire,1,0,0.8935,FN
img_001537.jpg,Fire,1,0,0.5514,FN
img_001567.jpg,Fire,1,0,0.5177,FN
img_001570.jpg,Fire,1,0,0.5182,FN
img_001573.jpg,Fire,1,0,0.8415,FN
img_001576.jpg,Fire,1,0,0.8074,FN
img_001579.jpg,Fire,1,0,0.9767,FN
img_001582.jpg,Fire,1,0,0.9653,FN
img_001585.jpg,Fire,1,0,0.8756,FN
img_001588.jpg,Fire,1,0,0.9626,FN
img_001591.jpg,Fire,1,0,0.5648,FN
img_001612.jpg,Fire,1,0,0.9341,FN
img_001633.jpg,Fire,1,0,0.7013,FN
img_001636.jpg,Fire,1,0,0.912,FN
img_001639.jpg,Fire,1,0,0.7472,FN
img_001756.jpg,Fire,1,0,0.7293,FN
img_002272.jpg,Fire,1,0,0.5579,FN
img_002275.jpg,Fire,1,0,0.6264,FN
img_002278.jpg,Fire,1,0,0.9883,FN
img_002281.jpg,Fire,1,0,0.9953,FN
img_002284.jpg,Fire,1,0,0.9978,FN
img_002287.jpg,Fire,1,0,0.9986,FN
img_002290.jpg,Fire,1,0,0.9886,FN
img_002293.jpg,Fire,1,0,0.8033,FN
img_002299.jpg,Fire,1,0,0.9804,FN
img_002302.jpg,Fire,1,0,0.9992,FN
img_002311.jpg,Fire,1,0,0.9993,FN
img_002314.jpg,Fire,1,0,0.9563,FN
img_002317.jpg,Fire,1,0,0.9788,FN
img_002320.jpg,Fire,1,0,0.9537,FN
img_002323.jpg,Fire,1,0,0.9999,FN
img_002326.jpg,Fire,1,0,0.9999,FN
img_002329.jpg,Fire,1,0,0.9995,FN
img_002332.jpg,Fire,1,0,1.0,FN
img_002335.jpg,Fire,1,0,0.9998,FN
img_002338.jpg,Fire,1,0,0.9998,FN
img_002341.jpg,Fire,1,0,0.9999,FN
img_002344.jpg,Fire,1,0,0.9998,FN
img_002347.jpg,Fire,1,0,1.0,FN
img_002350.jpg,Fire,1,0,1.0,FN
img_002353.jpg,Fire,1,0,0.9998,FN
img_002356.jpg,Fire,1,0,0.9999,FN
img_002359.jpg,Fire,1,0,0.9998,FN
img_002362.jpg,Fire,1,0,1.0,FN
img_002365.jpg,Fire,1,0,1.0,FN
img_002368.jpg,Fire,1,0,1.0,FN
img_002371.jpg,Fire,1,0,0.9999,FN
img_002374.jpg,Fire,1,0,1.0,FN
img_002377.jpg,Fire,1,0,0.9994,FN
img_002380.jpg,Fire,1,0,0.9996,FN
img_002383.jpg,Fire,1,0,1.0,FN
img_002386.jpg,Fire,1,0,1.0,FN
img_002389.jpg,Fire,1,0,0.9999,FN
img_002392.jpg,Fire,1,0,0.9999,FN
img_002395.jpg,Fire,1,0,1.0,FN
img_002398.jpg,Fire,1,0,1.0,FN
img_002401.jpg,Fire,1,0,1.0,FN
img_002404.jpg,Fire,1,0,1.0,FN
img_002407.jpg,Fire,1,0,0.9998,FN
img_002410.jpg,Fire,1,0,0.9999,FN
img_002413.jpg,Fire,1,0,0.9997,FN
img_002416.jpg,Fire,1,0,0.9998,FN
img_002419.jpg,Fire,1,0,0.9999,FN
img_002422.jpg,Fire,1,0,0.9999,FN
img_002425.jpg,Fire,1,0,0.9974,FN
img_002428.jpg,Fire,1,0,0.9998,FN
img_002431.jpg,Fire,1,0,0.9999,FN
img_002434.jpg,Fire,1,0,0.9997,FN
img_002437.jpg,Fire,1,0,0.9996,FN
img_002440.jpg,Fire,1,0,0.9998,FN
img_002443.jpg,Fire,1,0,0.9998,FN
img_002446.jpg,Fire,1,0,0.9941,FN
img_002449.jpg,Fire,1,0,0.9971,FN
img_002452.jpg,Fire,1,0,0.9992,FN
img_002455.jpg,Fire,1,0,0.9995,FN
img_002458.jpg,Fire,1,0,0.9985,FN
img_002461.jpg,Fire,1,0,0.9995,FN
img_002464.jpg,Fire,1,0,0.9975,FN
img_002467.jpg,Fire,1,0,0.9975,FN
img_002470.jpg,Fire,1,0,0.9875,FN
img_002473.jpg,Fire,1,0,0.9917,FN
img_002476.jpg,Fire,1,0,0.995,FN
img_002479.jpg,Fire,1,0,0.9974,FN
img_002482.jpg,Fire,1,0,0.9975,FN
img_002485.jpg,Fire,1,0,0.9956,FN
img_002488.jpg,Fire,1,0,0.9975,FN
img_002491.jpg,Fire,1,0,0.9994,FN
img_002494.jpg,Fire,1,0,0.9929,FN
img_002497.jpg,Fire,1,0,0.9994,FN
img_002500.jpg,Fire,1,0,0.921,FN
img_002503.jpg,Fire,1,0,0.9963,FN
img_002506.jpg,Fire,1,0,0.9878,FN
img_002509.jpg,Fire,1,0,0.9874,FN
img_002512.jpg,Fire,1,0,0.9592,FN
img_002515.jpg,Fire,1,0,0.9938,FN
img_002521.jpg,Fire,1,0,0.6221,FN
img_002524.jpg,Fire,1,0,0.6606,FN
img_002527.jpg,Fire,1,0,0.937,FN
img_002530.jpg,Fire,1,0,0.9368,FN
img_002533.jpg,Fire,1,0,0.9394,FN
img_002536.jpg,Fire,1,0,0.9982,FN
img_002539.jpg,Fire,1,0,0.9406,FN
img_002542.jpg,Fire,1,0,0.9528,FN
img_002545.jpg,Fire,1,0,0.7718,FN
img_002548.jpg,Fire,1,0,0.9499,FN
img_002551.jpg,Fire,1,0,0.7605,FN
img_002554.jpg,Fire,1,0,0.9973,FN
img_002557.jpg,Fire,1,0,0.9163,FN
img_002560.jpg,Fire,1,0,0.9696,FN
img_002563.jpg,Fire,1,0,0.9716,FN
img_002566.jpg,Fire,1,0,0.9572,FN
img_002569.jpg,Fire,1,0,0.9175,FN
img_002572.jpg,Fire,1,0,0.8534,FN
img_002575.jpg,Fire,1,0,0.9331,FN
img_002578.jpg,Fire,1,0,0.9799,FN
img_002581.jpg,Fire,1,0,0.8315,FN
img_002584.jpg,Fire,1,0,0.9967,FN
img_002587.jpg,Fire,1,0,0.9856,FN
img_002590.jpg,Fire,1,0,0.9811,FN
img_002593.jpg,Fire,1,0,0.9639,FN
img_002599.jpg,Fire,1,0,0.6352,FN
img_002602.jpg,Fire,1,0,0.8327,FN
img_002605.jpg,Fire,1,0,0.6835,FN
img_002614.jpg,Fire,1,0,0.6557,FN
img_002617.jpg,Fire,1,0,0.9433,FN
img_002620.jpg,Fire,1,0,0.8039,FN
img_002629.jpg,Fire,1,0,0.5589,FN
img_002632.jpg,Fire,1,0,0.8971,FN
img_002635.jpg,Fire,1,0,0.9158,FN
img_002638.jpg,Fire,1,0,0.9875,FN
img_002641.jpg,Fire,1,0,0.7395,FN
img_002647.jpg,Fire,1,0,0.6665,FN
img_002680.jpg,Fire,1,0,0.9401,FN
img_002743.jpg,Fire,1,0,0.5082,FN
img_002755.jpg,Fire,1,0,0.5274,FN
img_002758.jpg,Fire,1,0,0.5681,FN
img_002761.jpg,Fire,1,0,0.9176,FN
img_002767.jpg,Fire,1,0,0.5911,FN
img_002797.jpg,Fire,1,0,0.58,FN
img_002800.jpg,Fire,1,0,0.9876,FN
img_002803.jpg,Fire,1,0,0.738,FN
img_002809.jpg,Fire,1,0,0.527,FN
img_002812.jpg,Fire,1,0,0.7622,FN
img_002815.jpg,Fire,1,0,0.9189,FN
img_002821.jpg,Fire,1,0,0.9521,FN
img_002824.jpg,Fire,1,0,0.9672,FN
img_002827.jpg,Fire,1,0,0.9564,FN
img_002833.jpg,Fire,1,0,0.8328,FN
img_002851.jpg,Fire,1,0,0.5829,FN
img_002854.jpg,Fire,1,0,0.8572,FN
img_002860.jpg,Fire,1,0,0.9804,FN
img_002863.jpg,Fire,1,0,0.7636,FN
img_002866.jpg,Fire,1,0,0.6464,FN
img_002869.jpg,Fire,1,0,0.9724,FN
img_002872.jpg,Fire,1,0,0.6391,FN
img_002875.jpg,Fire,1,0,0.9538,FN
img_002881.jpg,Fire,1,0,0.5518,FN
img_002899.jpg,Fire,1,0,0.8822,FN
img_002902.jpg,Fire,1,0,0.7992,FN
img_002905.jpg,Fire,1,0,0.8983,FN
img_002908.jpg,Fire,1,0,0.6348,FN
img_002959.jpg,Fire,1,0,0.9408,FN
img_002962.jpg,Fire,1,0,0.9821,FN
img_002965.jpg,Fire,1,0,0.9739,FN
img_002968.jpg,Fire,1,0,0.9974,FN
img_002971.jpg,Fire,1,0,0.9983,FN
img_002974.jpg,Fire,1,0,0.9998,FN
img_002977.jpg,Fire,1,0,0.9999,FN
img_002980.jpg,Fire,1,0,0.9998,FN
img_002983.jpg,Fire,1,0,0.9991,FN
img_002986.jpg,Fire,1,0,0.9896,FN
img_002989.jpg,Fire,1,0,0.9988,FN
img_002992.jpg,Fire,1,0,0.9986,FN
img_002995.jpg,Fire,1,0,0.9987,FN
img_002998.jpg,Fire,1,0,0.9811,FN
img_003001.jpg,Fire,1,0,0.9823,FN
img_003004.jpg,Fire,1,0,0.8224,FN
img_003007.jpg,Fire,1,0,0.9884,FN
img_003010.jpg,Fire,1,0,0.9978,FN
img_003013.jpg,Fire,1,0,0.9989,FN
img_003016.jpg,Fire,1,0,0.9986,FN
img_003019.jpg,Fire,1,0,0.9988,FN
img_003022.jpg,Fire,1,0,0.9997,FN
img_003025.jpg,Fire,1,0,0.9997,FN
img_003028.jpg,Fire,1,0,0.9996,FN
img_003031.jpg,Fire,1,0,0.9985,FN
img_003034.jpg,Fire,1,0,0.9998,FN
img_003037.jpg,Fire,1,0,0.997,FN
img_003040.jpg,Fire,1,0,0.9996,FN
img_003043.jpg,Fire,1,0,0.9901,FN
img_003046.jpg,Fire,1,0,0.9258,FN
img_003049.jpg,Fire,1,0,0.9939,FN
img_003052.jpg,Fire,1,0,0.9976,FN
img_003055.jpg,Fire,1,0,0.9741,FN
img_003154.jpg,Fire,1,0,0.5392,FN
img_003175.jpg,Fire,1,0,0.5912,FN
img_003187.jpg,Fire,1,0,0.8076,FN
img_003190.jpg,Fire,1,0,0.726,FN
img_003193.jpg,Fire,1,0,0.9242,FN
img_003196.jpg,Fire,1,0,0.7434,FN
img_003199.jpg,Fire,1,0,0.8887,FN
img_003202.jpg,Fire,1,0,0.9391,FN
img_003205.jpg,Fire,1,0,0.7922,FN
img_003208.jpg,Fire,1,0,0.7817,FN
img_003211.jpg,Fire,1,0,0.9496,FN
img_003214.jpg,Fire,1,0,0.9549,FN
img_003217.jpg,Fire,1,0,0.8045,FN
img_003220.jpg,Fire,1,0,0.9699,FN
img_003223.jpg,Fire,1,0,0.999,FN
img_003226.jpg,Fire,1,0,0.9594,FN
img_003229.jpg,Fire,1,0,0.9125,FN
img_003232.jpg,Fire,1,0,0.7032,FN
img_003238.jpg,Fire,1,0,0.7118,FN
img_003241.jpg,Fire,1,0,0.9075,FN
img_003520.jpg,Fire,1,0,0.9958,FN
img_003523.jpg,Fire,1,0,0.5683,FN
img_003544.jpg,Fire,1,0,0.8072,FN
img_003547.jpg,Fire,1,0,0.8931,FN
img_003550.jpg,Fire,1,0,0.5521,FN
img_003625.jpg,Fire,1,0,0.5932,FN
img_003634.jpg,Fire,1,0,0.8502,FN
img_003643.jpg,Fire,1,0,0.7951,FN
img_003652.jpg,Fire,1,0,0.7988,FN
img_003655.jpg,Fire,1,0,0.7977,FN
img_003664.jpg,Fire,1,0,0.8679,FN
img_003667.jpg,Fire,1,0,0.9609,FN
img_003670.jpg,Fire,1,0,0.9991,FN
img_003673.jpg,Fire,1,0,0.9994,FN
img_003676.jpg,Fire,1,0,0.974,FN
img_003679.jpg,Fire,1,0,0.6677,FN
img_003685.jpg,Fire,1,0,0.7047,FN
img_003688.jpg,Fire,1,0,0.5392,FN
img_003691.jpg,Fire,1,0,0.793,FN
img_003715.jpg,Fire,1,0,0.5516,FN
img_003718.jpg,Fire,1,0,0.5231,FN
img_003721.jpg,Fire,1,0,0.6532,FN
img_003724.jpg,Fire,1,0,0.8145,FN
img_003727.jpg,Fire,1,0,0.6199,FN
img_003772.jpg,Fire,1,0,0.5245,FN
img_003775.jpg,Fire,1,0,0.9798,FN
img_003778.jpg,Fire,1,0,0.9937,FN
img_003781.jpg,Fire,1,0,0.9898,FN
img_003784.jpg,Fire,1,0,0.9893,FN
img_003787.jpg,Fire,1,0,0.9999,FN
img_003790.jpg,Fire,1,0,1.0,FN
img_003793.jpg,Fire,1,0,1.0,FN
img_003796.jpg,Fire,1,0,1.0,FN
img_003799.jpg,Fire,1,0,1.0,FN
img_003802.jpg,Fire,1,0,0.9998,FN
img_003805.jpg,Fire,1,0,0.9999,FN
img_003808.jpg,Fire,1,0,0.9999,FN
img_003811.jpg,Fire,1,0,0.9982,FN
img_003814.jpg,Fire,1,0,1.0,FN
